PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01CAb,8/p2Q1p2/1p3p1p/2b1k3/5P2/8/PPBr1q1P/R6K b - - 0 31,e5f4 d7f5 f4e3 f5e4,1523,75,83,728,endgame mate mateIn2 short,https://lichess.org/SyXXN7Qn/black#61,
01CKc,2rq1rk1/1b3ppp/p2pp3/bp1n4/3PQ1N1/PP1B4/1BP2PPP/R4RK1 b - - 3 17,d8h4 g4f6 d5f6 e4h4,1410,76,95,12567,crushing discoveredAttack middlegame short,https://lichess.org/Krj1ThVv/black#33,Indian_Defense Indian_Defense_Other_variations
01CQ7,1n3r1k/p5pp/8/7Q/4P3/2NP4/PPPB2qP/R2KRr2 w - - 3 21,d2e3 f1e1 d1e1 f8f1,1508,74,92,1202,attraction mate mateIn2 middlegame short,https://lichess.org/yu8CZvqe#40,
01Cb9,4r2k/p3q1p1/7p/1Rp5/2PpN3/6P1/4Q2P/6K1 w - - 1 39,b5c5 e7c5 e4c5 e8e2,1681,77,82,41,crushing discoveredAttack endgame master short,https://lichess.org/Xem3uRi6#76,
01Cdm,3b2rk/p3q2p/1r3p1P/2p1nP2/2P1R2Q/1P1P4/P5P1/B4RK1 w - - 0 33,e4e5 f6e5 h4e7 d8e7 a1e5 e7f6,1460,74,94,1654,crushing long middlegame,https://lichess.org/X7xjurhE#64,
01Cds,8/p4k2/b2P4/3N2p1/4p3/2K4P/8/8 b - - 1 45,a6b7 d6d7 b7d5 d7d8q,928,75,89,231,advancedPawn crushing endgame promotion short,https://lichess.org/pKBfo6hS/black#89,
01CmR,5r1k/2p3p1/p1pp3p/8/Pb1PP3/1Q3P2/1P2RK1q/R1B5 w - - 3 25,f2e3 f8f3 e3f3 h2h3 f3f2 h3b3,2311,78,86,175,advantage attraction long middlegame sacrifice skewer,https://lichess.org/iNxnHQeK#48,
01Cqi,r3q1r1/1ppn3k/p2p3b/3Pp1Bp/1PP1N2P/5P1Q/P7/2K2RR1 w - - 9 27,e4f6 d7f6 g5h6 h7h6,1436,75,70,100,advantage middlegame pin short,https://lichess.org/WgxjfKN2#52,
01CvP,1k6/pp5P/2p5/8/5P1b/2P4q/PP6/3R1RK1 b - - 4 38,h4g3 d1d8 b8c7 h7h8q g3h2 g1f2,2278,81,81,93,advancedPawn crushing endgame long master promotion,https://lichess.org/qsnoCVqZ/black#75,
01CvZ,2b5/8/6p1/1R6/3kP3/5PPn/8/3K4 w - - 1 54,d1e2 c8a6 e2d2 a6b5,1232,77,73,95,crushing endgame pin short,https://lichess.org/kmi7b3M1#106,
01CxB,4k3/R5R1/5pKp/1Pp3r1/8/6P1/4p2P/8 w - - 3 53,g6f6 g5g7 f6g7 e2e1q,1404,75,96,13368,advancedPawn crushing endgame promotion rookEndgame short,https://lichess.org/RKxc3BDJ#104,
01D3U,3r2k1/4qp1n/2p1b1rR/p3Q1P1/2P1P2P/P3P3/1PK5/6R1 b - - 4 33,d8d3 c2d3 e6c4 d3d4,2281,84,87,34,crushing middlegame short,https://lichess.org/KWPh6yLP/black#65,
01DBx,3r2k1/1q4pp/p2p2P1/1pp5/6Q1/2P5/PP1r2PP/1R2R2K b - - 0 25,h7g6 g4g5 b7g2 g5g2 d2g2 h1g2,1976,123,74,13,crushing endgame fork long,https://lichess.org/ECqMqbgq/black#49,
01DHd,r1bq1rk1/pp1nb1pp/4pp2/3pP2Q/2pP4/2P1P3/PPBN2PP/R1B2RK1 b - - 1 12,g7g6 c2g6 h7g6 h5g6,1079,75,94,3564,crushing kingsideAttack opening short,https://lichess.org/tYOhhfGL/black#23,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
01DJq,4R3/6p1/5bk1/N6p/8/1P6/6PP/3r1K2 w - - 1 45,e8e1 d1e1 f1e1 f6c3 e1d1 c3a5,808,94,94,1225,attraction crushing endgame fork long,https://lichess.org/OAuPLlZG#88,
01DKG,8/7p/p7/P1K2p1k/3B1P2/6P1/p3b2P/8 w - - 6 45,c5b4 h5g4 b4a3 g4h3,2159,85,90,203,bishopEndgame crushing endgame short,https://lichess.org/tbE3egW7#88,
01DLY,r5n1/1p3r1k/p5pp/4Q3/3P4/1N5P/PP4PK/R1B2q2 b - - 0 24,a8f8 c1h6 f1a1 b3a1,1728,97,85,48,crushing middlegame short,https://lichess.org/FctQbNac/black#47,
01DM2,6k1/5p2/1p2pn2/3pN3/1P1P1Pp1/P3r1Pp/2q1RP1P/6K1 w - - 0 32,e2c2 e3e1,484,94,93,393,endgame mate mateIn1 oneMove,https://lichess.org/eW07IKXH#62,
01DT3,8/6bp/6p1/Nkp5/1p6/1Pn3P1/P4P1P/B5K1 w - - 1 28,a1c3 b4c3 a5c4 b5b4 c4e3 b4a3,2225,77,94,1454,crushing endgame long,https://lichess.org/uBA5k1uv#54,
01Dcf,1k4r1/3p1p2/1Bn4p/5q2/5P2/1Q4P1/P7/R5K1 w - - 2 29,a1b1 g8g3 b3g3 f5b1,1283,75,90,683,crushing deflection endgame short,https://lichess.org/x6stMH1k#56,
01DhL,1r4k1/2q3p1/p3R2p/b2p4/1rpP3N/6P1/1PQ1RPP1/6K1 b - - 0 31,b4b2 e6e8 b8e8 e2e8 g8f7 c2g6,1384,74,100,1802,long mate mateIn3 middlegame,https://lichess.org/pT896h9l/black#61,
01Dm4,3r2k1/pp2pp2/3p2pq/5P2/4P3/2P2N2/P1PK1QnP/6R1 w - - 5 28,d2e2 g2f4 e2d1 f4h3,1172,75,87,1739,crushing endgame short,https://lichess.org/nQB6Phy7#54,
01Dor,8/3k2P1/3Pb3/p1q2p2/1p6/1P4r1/P1P1Q3/1K1R4 w - - 1 39,e2e6 d7e6 d6d7 g3g2 g7g8b g2g8,2344,77,92,1662,crushing endgame hangingPiece long,https://lichess.org/0MUqBgJG#76,
01Dq7,2k5/ppp3q1/4p1r1/4P3/3P4/1PP2RPp/P3Q1nP/5K2 b - - 2 30,g7h7 f3f8 c8d7 e2b5 c7c6 b5b7,1008,76,100,445,endgame long mate mateIn3 queensideAttack,https://lichess.org/4SXAZbeY/black#59,
01Dt6,3r2k1/1bqPn1pp/p3pp2/1pp3PQ/8/8/PPP4P/1K1R1R2 b - - 1 28,f6f5 h5e8 d8e8 d7e8q,1146,76,89,1844,advancedPawn kingsideAttack mate mateIn2 middlegame promotion short,https://lichess.org/rCyfbn1Z/black#55,
01Dtr,b4rk1/2pn2p1/1p4q1/6N1/7Q/4B3/1P3PPP/3R2K1 w - - 6 27,d1d7 g6b1 e3c1 b1c1 d7d1 c1d1,760,90,94,1010,long mate mateIn3 middlegame,https://lichess.org/ZvCTnCI7#52,
01DvO,r1r3k1/1QP1qpp1/7p/R3P3/6PP/6K1/p7/B7 b - - 4 42,a8a5 b7c8 g8h7 c8b7,1473,189,100,11,defensiveMove endgame equality hangingPiece short,https://lichess.org/uQpGLSZy/black#83,
01DwE,6k1/5pb1/p1p1p1pp/P1Bq4/2bP1Q2/1rP1RN1P/5PP1/6K1 b - - 0 23,d5f5 f4f5 g6f5 f3d2 f5f4 e3f3,2214,80,90,1215,advantage clearance fork long middlegame,https://lichess.org/pOyJVJho/black#45,
01E0R,1r1q3k/4B1p1/b1r2n1p/4RB2/P1pPp3/1pQ1P3/6PP/1R4K1 b - - 1 40,d8b6 d4d5 f6d5 e5d5,1983,78,76,57,crushing middlegame short,https://lichess.org/SMp2VxOa/black#79,
1.00E+12,2k5/1pp1r1bQ/pr2p3/3p1p2/q2P4/P2NP3/1PP3PP/K3RR2 b - - 0 25,g7d4 h7e7 d4b2 d3b2,2392,80,95,382,crushing hangingPiece middlegame short,https://lichess.org/H8ePJ8ba/black#49,
01E5s,r1b1kbnr/p1ppqppp/8/1p2P3/1n1Q4/5N2/PPP1PPPP/RNB1KB1R w KQkq - 4 8,d4e4 d7d5 e4f4 b4c2,1751,128,74,22,advantage opening short,https://lichess.org/jBa71LkS#14,Englund_Gambit_Complex Englund_Gambit_Complex_Stockholm_Variation
01EEp,5r1k/2p3p1/7p/p4N2/Pb1B1n2/3B1b2/1PP4P/R5K1 b - - 0 23,f4d3 d4g7 h8h7 g7f8 b4f8 c2d3,1462,75,96,6870,crushing fork long middlegame,https://lichess.org/AKTT9Ch7/black#45,
01EFz,2r2rk1/p2bbpp1/2n1pn1p/q3P1N1/3P1B1P/2PQ4/P2N1PP1/R3K2R b KQ - 0 16,f6d5 d3h7,814,85,100,65,mate mateIn1 middlegame oneMove,https://lichess.org/nIzUwces/black#31,Queens_Pawn_Game Queens_Pawn_Game_London_System
01EKU,rn1q2k1/p1pp2pB/1p2pb2/6NQ/3P4/2P5/PP3P2/R3K2b b Q - 5 20,g8f8 h5f7,933,76,91,369,mate mateIn1 middlegame oneMove,https://lichess.org/zhb0rnDg/black#39,
01EMd,r6k/4q1pp/1n1pBp2/2p1nP2/1p2R2Q/1P5P/r5P1/2B1R1K1 b - - 6 31,b6d7 h4h7 h8h7 e4h4,1468,75,93,6951,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/cQMrswkE/black#61,
01ESO,1r3n2/p3p1kp/3p1n1N/1p3P1R/2r3P1/3B1P2/PPP5/1K1R4 w - - 1 27,g4g5 f6h5 d3c4 b5c4,903,76,85,484,advantage middlegame short,https://lichess.org/0uV7SRFm#52,
01EUl,r2qk2r/ppp2pp1/2p2n2/7p/3bP1b1/2N3Q1/PPP2PPP/R1B1KB1R w KQkq - 0 9,h2h3 d4c3 g3c3 d8d1,1284,78,96,26377,clearance mate mateIn2 opening short,https://lichess.org/eR5rGPfR#16,Russian_Game Russian_Game_Stafford_Gambit
01EfV,rn2k2r/ppq2p2/2p1pp2/8/2BN2p1/3P4/PPPB1P2/R2Q1RbK w kq - 4 16,h1g1 c7h2,655,80,100,574,mate mateIn1 middlegame oneMove,https://lichess.org/YkITVZm0#30,Scandinavian_Defense Scandinavian_Defense_Main_Line
01Egl,2k5/r5p1/2K2p1p/8/7P/p7/8/4R3 b - - 7 61,a3a2 e1e8,688,93,73,175,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/HRglcTgk/black#121,
01EiO,6k1/3n2bp/3Np1p1/1p1pP3/1PpP4/2P1PQ2/rq4PP/5R1K b - - 1 27,d7f8 d6e8 b2g2 f3g2 a2g2 h1g2,2094,144,100,9,advantage long middlegame,https://lichess.org/eW0NFRh4/black#53,
01Epj,5r2/1p2Q3/8/pk3rK1/5P2/3P3P/8/8 w - - 2 46,g5g6 f8f6 e7f6 f5f6 g6f6 a5a4 f4f5 a4a3 f6g6 a3a2 f5f6 a2a1q,1774,75,92,339,advancedPawn crushing endgame master masterVsMaster promotion queenRookEndgame quietMove veryLong,https://lichess.org/oXYJR89c#90,
01Esj,2r5/p2bk1Q1/1p2p3/3nN3/3P4/8/Pq3PPP/4R1K1 b - - 0 25,e7d6 g7d7,1335,77,71,117,mate mateIn1 middlegame oneMove,https://lichess.org/TYiEDFul/black#49,
01Eta,3r4/5kp1/1pp5/6p1/1P1q1pN1/P3p2P/4Q1P1/5R1K w - - 2 33,f1d1 d4d1 e2d1 d8d1,504,98,90,237,crushing endgame short,https://lichess.org/TFDdFcUV#64,
01EuL,3Q4/5pk1/5P2/4K2p/P2P4/2q1p3/5r2/8 b - - 0 52,g7g6 d8g8 g6h6 g8g7,971,82,93,154,endgame mate mateIn2 short,https://lichess.org/RG5h38pt/black#103,
01F1N,r4rk1/pp1q2pp/3p1p2/2p1nP2/5Q2/2P4P/PP1N1PP1/4RRK1 b - - 3 17,e5d3 f4c4 d6d5 c4d3,1155,77,86,132,crushing fork middlegame short,https://lichess.org/OPiXnLpo/black#33,Philidor_Defense Philidor_Defense_Exchange_Variation
01F3z,r4rk1/pp1b1ppp/8/2bBB3/8/8/PP3PPP/R4RK1 b - - 0 16,f8e8 d5b7 e8e5 b7a8,1774,75,94,2427,advantage middlegame short,https://lichess.org/d9xyOCEM/black#31,Horwitz_Defense Horwitz_Defense_Other_variations
01F7L,r3kb1r/ppp2ppp/8/2p1Pb2/3Pn2q/3B1P2/PPP3PP/RNBQK2R w KQkq - 1 9,e1e2 h4f2,911,75,86,234,mate mateIn1 oneMove opening,https://lichess.org/bHxdc27g#16,Russian_Game Russian_Game_Stafford_Gambit
01FCo,1k2r2r/1Pp2pb1/1n1p3p/3Pq1p1/1Q1NP3/2P2P2/P4R1P/R3K3 b Q - 0 22,g7f6 d4c6 b8b7 c6e5,851,75,97,1826,crushing fork middlegame short,https://lichess.org/ppE9yTN1/black#43,
01FHB,4k2r/r2p1pp1/p3p2p/1P2q3/Q2bP3/5B2/P2R1PPP/3R2K1 b k - 0 20,a6b5 a4d4 e5d4 d2d4,1456,76,92,197,advantage middlegame short,https://lichess.org/UDs8qH3o/black#39,
01FId,2rr4/1Q3p1k/6pp/p4q2/8/2P1R1R1/P4PK1/8 b - - 5 38,d8d2 e3f3 d2b2 b7b2,1876,75,96,2203,crushing endgame short,https://lichess.org/8yPoEYjy/black#75,
01FSC,4r3/5Qkp/p5pN/8/6P1/6KP/P1P1r3/8 b - - 0 34,g7h6 g4g5 h6h5 f7f3 h5g5 f3f4 g5h5 f4h4,2153,81,87,447,endgame mate mateIn4 queenRookEndgame veryLong,https://lichess.org/efFWEKnd/black#67,
01Fbm,4r1k1/4rp1p/p2p2pP/1p1P2P1/2qb1B2/PP6/2PQ1R2/1K3R2 b - - 0 29,c4c5 f4d6 c5c3 d2c3,1674,75,94,1886,crushing middlegame short,https://lichess.org/JBjYDUYH/black#57,
01FmQ,3r2k1/2B3pp/1Q2Pp2/2b5/P3n3/5N2/2q2PPP/5RK1 w - - 4 32,e6e7 c2f2 f1f2 d8d1 f3e1 d1e1,1864,74,96,5495,long mate mateIn3 middlegame pin sacrifice,https://lichess.org/e8I8ds3w#62,
01Fml,8/8/1p2pk1p/pP4p1/P2PpPP1/4P3/3K4/8 w - - 0 43,f4g5 f6g5 d4d5 e6d5,1430,77,91,2241,crushing endgame pawnEndgame short,https://lichess.org/tf8EObMs#84,
01FzV,8/8/6k1/5p2/2R4P/3K1n2/2p5/8 w - - 2 49,c4c2 f3e1 d3c4 e1c2,1066,76,100,89,crushing endgame fork short,https://lichess.org/M4hQwWy8#96,
01G6K,r2r2k1/pp2bppp/2n1p3/8/2BP4/4BN1q/PP3P2/2RQ1R1K w - - 6 20,f3h2 e7d6 f2f4 h3e3,1532,73,95,25782,advantage middlegame short,https://lichess.org/tcrbi3Dc#38,
01G6T,5rk1/1p1b3p/p2pN2q/2pP2p1/2P3nP/1P4P1/P5B1/4QR1K b - - 1 30,g5h4 f1f8 h6f8 e6f8,1018,78,86,509,crushing kingsideAttack middlegame short,https://lichess.org/d4XkLc0L/black#59,
01GAH,2n1k3/p7/1q1b1p2/n3pP2/b2pP3/1p1P4/1P1BN3/3QNB1K b - - 1 26,b6c7 d1a1 c7d7 d2a5,1888,74,87,720,advantage middlegame short,https://lichess.org/NwwqQHc2/black#51,
01GBu,5r1k/3p2bp/p4pp1/qp1br3/4P3/1Q4B1/PP2RPPP/4R1K1 w - - 0 23,e4d5 a5e1 e2e1 e5e1,1293,76,93,4563,backRankMate mate mateIn2 middlegame short xRayAttack,https://lichess.org/t1gBJrWV#44,
01GC2,3b4/pp2kprp/8/1Bp5/4R3/1P6/P4PPP/1K6 b - - 0 22,e7f8 e4e8,405,106,95,734,endgame mate mateIn1 oneMove,https://lichess.org/6c75Zk3T/black#43,
01GCT,5r1k/6p1/R3bn1p/8/1P6/P2PqB2/1B2P2P/6RK b - - 0 30,h8h7 f3e4 h7h8 a6e6,1273,77,85,234,advantage interference middlegame short,https://lichess.org/lC8C6VlE/black#59,
01GHp,r4r1k/ppp4p/2n5/2b5/8/6N1/PPPP2PP/R1B2RK1 w - - 7 18,g1h1 f8f1 g3f1 a8f8 f1g3 f8e8,2324,87,87,601,advantage clearance defensiveMove long middlegame,https://lichess.org/xBiZzLMA#34,Kings_Gambit Kings_Gambit_Other_variations
01GKn,2r2rk1/pbb1qp1p/1pn1p1p1/8/1P1PN3/P2BP2R/2Q1N1PP/5RK1 b - - 3 20,c6b8 e4f6 e7f6 f1f6,962,78,95,579,crushing kingsideAttack middlegame short,https://lichess.org/uBkKtvl9/black#39,
01GQI,8/5p2/1kbB2p1/4Pp1p/p2P1P2/1pR3P1/1Kn4P/8 b - - 13 58,c2d4 d6c5 b6c7 c5d4,1038,77,88,215,crushing endgame fork short,https://lichess.org/URyEHRKp/black#115,
01GXf,r3k2r/pR2bppp/4p3/3N4/8/8/P4PPP/4R1K1 b kq - 0 20,e7f6 d5c7 e8f8 c7a8,1000,83,94,1957,crushing endgame fork short,https://lichess.org/iduwCdmp/black#39,
01GcH,8/KP3k2/8/5p2/8/8/1R2p3/2r5 w - - 0 56,b7b8q c1a1 a7b6 e2e1q b8c7 e1e7 c7e7 f7e7,1817,75,93,1638,advancedPawn advantage endgame promotion queenRookEndgame veryLong,https://lichess.org/j76CnG9Q#110,
01Gjl,rn2k2N/p1pn3p/8/3b2B1/3p4/N7/PP4PP/4R1K1 b - - 3 21,e8f8 g5h6 f8g8 e1e8 d7f8 e8f8,1822,75,95,4603,exposedKing long mate mateIn3 middlegame,https://lichess.org/ATVeox2b/black#41,
01Gvc,1k1r3r/ppp4p/3np1p1/Pb1pQ2P/3P4/2P5/1P1K1PP1/R6R w - - 1 22,h5g6 d6c4 d2c2 c4e5,1074,241,100,4,advantage fork middlegame short,https://lichess.org/CTGHtpTC#42,
01H0Y,r1b2rk1/p2p1pp1/1p3q1p/3Np3/1P2P3/P4P2/4Q1PP/R4R1K b - - 1 19,f6g6 d5e7 g8h7 e7g6,828,92,76,63,crushing fork middlegame short,https://lichess.org/4RkoQDEf/black#37,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
01H6V,8/RR4pk/6r1/7p/P3KP1P/4P1P1/1pr5/8 w - - 0 50,e4f3 c2c7 b7b2 c7a7,1971,75,91,67,advantage endgame rookEndgame short,https://lichess.org/rHuUZ772#98,
01HAq,rn1q1rk1/1bppppbp/1p4pn/6N1/p1B1P3/2PP3Q/PP3PPP/RNB1K2R w KQ - 0 9,c4f7 f8f7 g5f7 h6f7,1874,74,73,84,advantage opening short,https://lichess.org/jjI0oEay#16,Owen_Defense Owen_Defense_Other_variations
01HBm,r4rk1/pb2bpp1/4pn1p/2pqN3/3p3B/3P3P/PPP1NPP1/1R1Q1RK1 w - - 2 15,h4g3 d5g2,543,139,33,20,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/uptCqzGJ#28,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
01HI3,Q3R3/1R3ppk/7p/8/2p5/2P5/1Pr4r/4K3 w - - 3 54,b7f7 c2c1,1190,74,93,958,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/cBCqtthS#106,
01HLj,r4rk1/p1p1bpp1/2pp2b1/4n1Pp/4P2P/1BN2P1q/PPP2K2/R1BQ3R b - - 6 17,h3f3 d1f3 e5f3 f2f3,889,102,85,25,advantage middlegame short,https://lichess.org/GTfFQthl/black#33,Italian_Game Italian_Game_Scotch_Gambit
01HQ8,r4rk1/pp2qppp/2pp4/4p1B1/2BnP3/P2P1b2/1PP2P2/R1Q2RK1 b - - 1 15,e7f6 g5f6 d4e2 g1h2 e2c1 f1g1,2273,75,95,1738,advantage clearance long middlegame pin,https://lichess.org/5WPd9cpZ/black#29,Philidor_Defense Philidor_Defense_Other_variations
01HV2,3rk2r/p3nppp/1pp5/q7/1B2QRP1/4P2P/P7/4KR2 b k - 11 30,a5d5 e4e7,928,78,84,190,mate mateIn1 middlegame oneMove,https://lichess.org/wYnJuODv/black#59,
01HXy,2k2r1r/1ppb4/pb1n2Pp/3Pp2Q/PP2N1P1/2P2q1P/2B2P2/R1B2RK1 w - - 3 22,g6g7 d6e4 c2e4 b6f2 f1f2 f3f2 g1h1 f2e1,2561,82,91,1733,advantage kingsideAttack middlegame veryLong,https://lichess.org/vrK220Qh#42,
01HgH,r3k2r/pppqbppp/2n1b3/3p2PQ/1P1Pp2P/2P1P3/P4PB1/RNB1K1NR w KQkq - 1 11,a2a4 e6g4 g2h3 g4h5 h3d7 e8d7,1563,75,86,290,advantage long middlegame trappedPiece,https://lichess.org/yEhL5ybm#20,Grob_Opening Grob_Opening_Other_variations
01Hgu,2k5/p1p5/r6q/3b4/8/3P4/PPP2P1P/R1B2RK1 w - - 0 31,c1h6 a6g6 h6g5 g6g5,1074,77,94,5756,endgame fork mate mateIn2 short,https://lichess.org/9laF2Tml#60,
01HoZ,r5rk/1p3p1p/1b1p1p2/pP1P3q/P1P1Pn2/3B1NK1/5P2/R2Q3R w - - 8 28,g3f4 h5g4,1764,87,82,735,mate mateIn1 middlegame oneMove,https://lichess.org/VOay9YDM#54,
01HwG,r6k/1p2R1b1/3P2P1/8/b1B2p2/pKp2P1P/8/7R w - - 4 34,b3a3 a4d1 c4a6 c3c2,2426,82,91,97,advancedPawn advantage discoveredAttack endgame pin short,https://lichess.org/WWYKvTiO#66,
01Hyk,r4rk1/5ppp/4pn2/p1Q5/1ppP4/4PqPP/1P3P2/RNB1K1R1 w Q - 2 21,a1a5 f6e4 c5f8 a8f8,1428,74,90,1216,crushing middlegame short,https://lichess.org/FEYtcgVm#40,
01I1O,5k2/2p1n1p1/1p1b1N1p/p2BpP2/q7/2P3PP/1P1Q1P2/6K1 b - - 0 29,g7f6 d2h6 f8e8 h6h8,1078,127,71,8,crushing endgame master masterVsMaster short,https://lichess.org/8JG00ofD/black#57,
01I9J,8/8/6p1/p1N1p3/P1PpPkPp/3P3P/1P6/1K2n3 w - - 1 49,b1c1 f4g3 b2b4 g3h3,2231,76,38,56,crushing endgame knightEndgame short,https://lichess.org/etp9VyzX#96,
01IA8,r4r1k/pp2QRpp/2p5/8/2n5/8/Pq4PP/3R3K b - - 0 28,f8f7 d1d8 a8d8 e7d8 f7f8 d8f8,1336,111,81,40,endgame long mate mateIn3,https://lichess.org/0sYYsIVJ/black#55,
01ICu,8/5B2/8/8/5k2/2n1p3/Pr3PKP/R7 w - - 0 38,g2f1 b2f2 f1g1 c3e2 g1h1 e2d4,2186,112,69,29,crushing defensiveMove endgame long,https://lichess.org/ajg0odGo#74,
01IDN,r3r1k1/5ppp/b4n2/3pR3/1b1N4/p4N2/PP3PPP/R1B3K1 w - - 0 22,b2a3 b4c3 e5e8 a8e8 a1b1 c3d4,2157,205,78,8,crushing long middlegame,https://lichess.org/kwtJ5Dux#42,
01IFU,r1b2rk1/pp3pp1/3b3p/3Bn3/P2N1q2/2P4P/1P3PP1/RN1Q1RK1 w - - 1 17,d4e2 e5f3 g2f3 f4h2,936,78,98,1024,kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/0kHqIPwO#32,Philidor_Defense Philidor_Defense_Other_variations
01IFr,6Rk/pp6/1bpN3p/4P1p1/7q/3Q3P/PP4P1/7K b - - 0 28,h8g8 d3g6 g8h8 d6f7,1050,75,97,1561,endgame mate mateIn2 short,https://lichess.org/3Rc0bO6Y/black#55,
01IKM,8/3Q1pkp/6p1/8/4Pp2/7P/r1p3P1/7K w - - 0 40,d7c7 a2a1 h1h2 c2c1q c7c1 a1c1,961,75,100,203,advancedPawn crushing endgame long promotion queenRookEndgame,https://lichess.org/9eAmZrdx#78,
01IKi,8/5Qpk/ppp3p1/3pN3/3Pqn2/2P4P/PP1K1PP1/8 w - - 3 29,f7e7 e4e2 d2c1 f4d3 e5d3 e2e7,1484,75,98,6096,crushing endgame long,https://lichess.org/5mN1tv6O#56,
01IKl,k1r4r/2Qn1p1p/1p1Bpnp1/q7/2BP4/2P5/1PK2P1P/3R2R1 w - - 5 29,c7c8 h8c8 d1a1 c8c4 a1a5 b6a5,1838,75,96,2951,advantage hangingPiece long middlegame,https://lichess.org/ehmsGMwl#56,
01ILK,8/8/2p2kp1/ppn4p/1P1pP1qP/P5P1/2P3K1/4QB2 b - - 2 49,g4e4 e1e4 c5e4 b4a5,1636,74,94,1709,crushing endgame short,https://lichess.org/lsmelGki/black#97,
01IUe,8/pp2qpk1/2p2N1p/1n1nPPpQ/1P3P2/PB5P/6K1/8 w - - 1 38,f4g5 d5f4 g2f1 f4h5,1233,75,71,431,crushing endgame fork short,https://lichess.org/fgRT9vxj#74,
01IW8,r5r1/pb2kp1Q/2p5/q1b1N2P/1p2P3/8/PnP1N3/1K1R4 b - - 0 24,b2d1 h7f7 e7d6 e5c4,1780,76,86,335,mate mateIn2 middlegame short,https://lichess.org/JPaYHpzn/black#47,
01IX7,1k2r3/1p3ppp/3p4/2n5/1rPN4/1P3P2/P5PP/2KR1R2 w - - 1 23,f1e1 e8e1 d1e1 c5d3 c1d2 d3e1,1346,76,69,165,advantage attraction endgame exposedKing fork long,https://lichess.org/SN4RFfBg#44,
01IdQ,Q3r3/1P6/KP1q4/5k2/8/8/8/8 b - - 0 72,d6d8 a8d8 e8d8 a6a7,1435,74,93,1152,crushing defensiveMove endgame master short,https://lichess.org/dqJdxwOV/black#143,
01Ie5,8/3R3p/6pk/5p2/5PP1/1r5P/r2B1K2/8 b - - 0 46,b3b2 g4g5 h6h5 d7h7,974,79,95,2111,deflection endgame mate mateIn2 short,https://lichess.org/MSON3n5v/black#91,
01IiI,5b1k/1p5p/p1n1QPp1/8/3q1R2/P5PK/2r4P/5R2 b - - 3 29,d4d3 e6f7 d3d8 f1d1 d8c8 d1d7,2381,83,78,107,crushing defensiveMove long middlegame,https://lichess.org/ZZHls8bT/black#57,
01InH,4k1nr/r1pp1ppq/1p2p3/2b5/2P1PP2/pPNP1nP1/P2B1N1P/R2Q1RKB w k - 3 21,d1f3 h7h2,762,76,98,2150,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/mT8UmU6y#40,
01Inf,r2q3k/pp2R1pp/3p4/Q7/8/8/Pb3PPP/4R1K1 b - - 0 29,d8a5 e7e8 a8e8 e1e8,542,86,77,123,backRankMate endgame mate mateIn2 short,https://lichess.org/CkfSk11W/black#57,
01Isj,1kq1r2r/p1p2pp1/1pPb4/3P3p/Q1B2nb1/4B3/P2N1PPP/1R2R1K1 b - - 1 20,h5h4 c4a6 c8f5 e3b6 e8e1 b1e1 c7b6 c6c7 d6c7 e1e8 h8e8 a4e8 f5c8 a6c8,2723,97,79,102,advancedPawn crushing middlegame queensideAttack sacrifice veryLong,https://lichess.org/YoMn61lq/black#39,
01Iz5,4r1k1/1R3bpp/3b4/4n3/P2B2P1/2P2P2/5K2/7R w - - 1 38,a4a5 e5d3 f2g2 e8e2,1288,76,75,264,crushing middlegame short,https://lichess.org/Jo50VzeN#74,
01J3E,4r1k1/pb3ppp/1p2r1q1/8/3QP3/2B4P/PP2R1P1/4R1K1 b - - 0 24,e6e4 e2e4 b7e4 e1e4,995,93,94,157,crushing middlegame short,https://lichess.org/JNbKXKKD/black#47,
01J3m,4r1k1/p1q2pbp/2p3p1/NrPp4/3P4/3QP2P/5PP1/R4RK1 w - - 1 25,a1a2 b5a5 a2a5 c7a5,1192,77,91,1632,crushing master middlegame short,https://lichess.org/AI7tSNcU#48,
01J3q,r3r1k1/ppq1ppb1/2p3nN/2Pp3p/3Pn2N/1P2P2P/PB3QP1/R4RK1 b - - 9 23,g7h6 f2f7 g8h8 h4g6,1265,76,98,17860,fork mate mateIn2 middlegame short,https://lichess.org/CUMxzqX2/black#45,
01J4m,r1b2q1k/1p4pp/4pn2/2n2p2/p1BN4/P1P4P/2Q2RP1/4R1K1 b - - 5 21,f6e4 e1e4 c5e4 c2e4,1644,82,60,44,crushing middlegame short,https://lichess.org/IRWa435M/black#41,
